17.05.2016 03:00:00;30524;999.17.0.160;54600805158;1800;639;88982;30439;23(-88-87);
17.05.2016 03:00:00;30524;999.17.0.160;54600805158;900;101;88942;55797;22(-89-88);
17.05.2016 03:00:00;30524;999.17.0.160;54600805158;900;1021;88942;208892;19(-92-91);
17.05.2016 03:00:00;30524;999.17.0.160;54600805158;900;103;88942;56071;19(-92-91);
17.05.2016 03:00:00;30524;999.17.0.160;54600805158;900;105;88942;17543;18(-93-92);
17.05.2016 03:00:00;30524;999.17.0.160;54600805158;900;1019;88942;27692;18(-93-92);
17.05.2016 03:00:00;30524;999.17.0.160;54600805158;1800;617;88942;23668;18(-93-92);
17.05.2016 03:00:00;30524;999.17.0.160;54600805158;1800;633;88942;56076;15(-96-95);
17.05.2016 03:00:00;519;999.17.4.17;4011125262;900;103;88956;14582;31(-80-79);
17.05.2016 03:00:00;519;999.17.4.17;4011125262;1800;628;88956;14587;27(-84-83);
17.05.2016 03:00:00;519;999.17.4.17;4011125262;1800;634;88956;13416;26(-85-84);
17.05.2016 03:00:00;519;999.17.4.17;4011125262;900;1014;88970;20124;0(<-110);
17.05.2016 03:00:00;519;999.17.4.17;4011125262;900;105;88970;26079;0(<-110);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;1017;60031;48131;26(-85-84);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;1016;60031;42083;22(-89-88);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;1800;616;60031;42336;22(-89-88);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;113;60031;49061;19(-92-91);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;1800;637;60031;48136;19(-92-91);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;1023;60031;11271;19(-92-91);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;104;60031;43754;19(-92-91);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;1018;60031;48091;18(-93-92);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;105;60031;34263;18(-93-92);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;107;60031;43683;17(-94-93);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;1022;60031;15742;0(<-110);
17.05.2016 03:00:00;31034;999.17.1.245;4215330434;900;1019;60031;15741;0(<-110);
